id,text,label,label_text
es_0355418,"Cristina

Un timo. Lo compré porque no tenía BPA pero el envoltorio es made in china y no hay ningún certificado que indique que es libre de BPA! De hecho he comprado otras cosas que sí que lo pone.",0,0
es_0430381,"Se avería al segundo día, parece de buena calidad, no hay información de ella en Internet.

Al encender la impresora, todo correcto, hizo el auto ajuste bien... Seleccione el archivo del gato... Tardó 2 horas en imprimir, todo ok... Desde SD. El problema viene cuando la quieres conectar al pc... No la detecta, después de buscar por Internet... No hay información de ella... En ningún sitio, nada de nada. No puedes usar Cura para hacer las impresiones. Después de varias horas parece que algo se conecta, pero hace cosas raras... El extrusor no deja de sacar pla.... Y cuando va a hacer el auto ajuste... Se hunde en la cama dejándola destrozada... Parece que es una impresora de calidad, pero me he llevado un chasco que no veas, se monta muy rápido, puro no se puede configurar. Así que la devolví.",0,0
es_0234773,"Despues de 2 meses con apenas uso se esta hundiendo.

Despues de 2 meses escasos de uso, acabo de darme cuenta de que el soporte central se ha hundido de forma considerable. Si sigue a este paso en un mes mas, tocara el suelo, y sera totalmente inutilizable. Un desastre. Espero que se pongan en contacto conmigo los vendedores para darme una solucion.",0,0
es_0379538,"Material malo

Las roscas si mueves un poco el tubo se salen solas y pierden mucha agua",0,0
es_0787870,"No llego nunca

Nunca llego el pedido y el vendedor pasa de todo no contestan",0,0
es_0533891,"HA DEJADO DE FUNCIONAR

Desastroso, no tiene ni un año y ha dejado de funcionar por completo y Amazon no me da la opción de devolverlo Esto es un timo!!!.",0,0
es_0874140,"Muy descontento

No vale para nada la linterna dinero tirado a la basura",0,0
es_0116903,"Mal

Es de plástico uno vale para nada!",0,0
es_0981084,"Pilar

Lo siento, no puedo valorarlo, puesto que la agencia de transporte ASM no me lo ha entregado todavía. Lo podré valorar cuando lo reciba.",0,0
es_0252807,"Cápsulas reutilizables inútiles

Este producto no vale para nada...el café pasa por encima. Se sale por otro sitio. Se atasca el filtro. Dinero perdido. Además compré café que no voy a poder utilizar.",0,0
es_0987425,"Inútil

Me animé a comprarlo después de leer foros y opiniones. Ha sido totalmente invisible para las avispas, como si nunca lo hubiera comprado....",0,0
es_0055370,"Estafa

No me ha llegado el producto y no hay forma de contactar con el vendedor,como puedo hacer para que le devuelvan en dinero? No compréis nadie a este vendedor",0,0
es_0952010,"Se suponía que era un producto Prime....

Ha tardado en llegar mucho más de lo esperado. Lo compré pensando que llegaría en un día al ser prime y no ha sido así.",0,0
es_0322309,"No merece la pena

No me ha gustado de hecho la devolví . Súper pesada para manejar",0,0
es_0688017,"No me ha llegado

Me llego un correo diciendo que había llegado el paquete hace 4 días y aún no lo he recibido no se sabe donde está y la página pone entregado",0,0
es_0791619,"Todavía no ha llegado

No sé como es, porque debería haber llegado ayer día 9 de marzo, y hoy 10 por la noche sigo esperando que llegue el frontal. Y me habéis mandado el formulario de opinión. Pues de momento mala no ha cumplido con la fecha de entrega.",0,0
es_0526351,"bajisima calidad y grill muy malo

materiales malos aunque el diseño es bonito pero lo más importante es que el grill viene por venir porque no sirve para nada, se apaga cada dos por tres y para hacer una pizza se tira 45 minutos y al final queda casi cruda, con.mi antiguo micro ondas en 15 minutos estaba bien dorada, lo voy a de cambiar y reparar mi viejo microondas porque para calentar cualquier aparato de 50 euros da la talla y no gastarse 120 en este para que la función grill vaya mal .",0,0
es_0570800,"No tiene agujero para rellenar la piñata

Por más que busque, no le encuentro el agujero para meter las chuches. En las instrucciones dice que viene tapada con una pegatina transparente, pero la mia no la tiene.",0,0
es_0463376,"Fatal el envío

Me lo envían con correos expres y ahora me dicen que vaya a mi oficina de correos a recogerlo, si llego a saber esto no lo compro, ademas en Amazon me pone que está entregado y a mi no me han entregado nada, que mala experiencia",0,0
es_0888452,"De los peores protectores que puedes montar en tu OP7 Pro

El protector es una completa basura, solo pega en los bordes, con un leve golpe en el protector se nota hueco. La zona donde se pega, deja una línea de colores distorsionados bastante molesta. A mí parecer no es un producto que pueda proteger correctamente la pantalla del terminal, ya que se puede despegar con bastante facilidad y un leve golpe podría despegarla y dañar la pantalla real.",0,0
es_0837560,"Junta de plástico no de goma

Muy mala calidad, la junta es de plástico duro y entra con dificultad. A la primera se despegó la chapa plateada. La he pegado con pegamento, haber si hace apaño.",0,0
es_0255902,"Porqueria de entrega

Una porqueria. Me lo han entregado roto. El embalaje malisimo, la caja rota, y logicamente la comoda esta rota",0,0
es_0643619,"malo, malo, maloooooo

Vale que es barato, yo lo compré como teléfono auxiliar para casa, ya que no tengo línea fija. La batería no dura nada, aún sin usarlo no dura más de un día y cada vez que se quiere usar se abre publicidad que no hay manera de sacar, entre eso y lo que tarda en abrir cualquier aplicación, mejor que no tengas que llamar para una urgencia, ya que desde que coges el teléfono hasta que consigues marcar un nº, fácil pasan un par de minutos. En definitiva, un asco. No lo devuelvo porque ha pasado el periodo de devolución",0,0
es_0350392,"Nefasto

El primer cristal que saqué se partió por la mitad... y el segundo cristal que instalé... ya se está rompiendo por alguna esquina sin darle ningún golpe",0,0
es_0132571,"Mala manipulación

El material está muy duro, cuesta moldear. Una vez los pekes consiguen hacer una figura, no queda sólida al cabo del tiempo como el ""slime"", por lo que al final se deforma.",0,0
es_0781256,"Ampa

Llegaron rotas algunas hojas, un pena porque los diseños son muy bonitos. Se puede recortar los rotos, repito, una pena",0,0
es_0948306,"fatal

una porqueria no sirve para nada lo unico que hace es dejarte la cara mas mal",0,0
es_0393095,"Faltaba tapón y estaba roto

Faltaba tapón y estaba roto",0,0
es_0584569,"Guantes de baja calidad

Guantes cómodos, no lo niego, pero de mala calidad. Yo creo que en caso de caída no valdrian para mucho, dos meses de uso y se están rajando.",0,0
es_0003100,"Rosa

Malísimo protector no se adapta completamente. No lo recomiendo. En la ilustración parece que coge toda la pantalla pero no es así.Se nota toda la pega por los bordes",0,0
es_0194622,"NO COMPRES ESTA BASURA

Al principio funcionaba bien, a los dos días empezó a hacer un ruido extraño y finalmente, a los pocos meses dejo de funcionar por completo, los vinilos ya no giran. Una buena tocadiscos de una calidad esperable vale mucho más dinero. Evitad esta basura y ir a por una decente.",0,0
es_0664821,"No entregado como pone

Pone que me lo han entregado hoy y o es verdad me han traído una funda del movil note 10 nada mas",0,0
es_0217548,"Un timo

Una decepción total, lo que ha llegado no tiene nada que ver con lo que venden. Pensaba que sería un huevo grande dentro de su cajita bien presentado y lo que llega son varios huevos pequeñitos sueltos sin estar en una triste bolsa de plástico. Un timo total",0,0
es_0011390,"No los recomiendo

Volumen de sonido muy bajo y escaso de frecuencias graves Para nada lo que yo esperaba de esta marca",0,0
es_0646600,"Hojas sueltas

El cuaderno esta bien pero llego con hojas sueltas. Una pena me gustaba la idea",0,0
es_0943199,"No comprar, no se recibe y el proveedor no contesta, un timo

No lo he recibido y el vendedor no contesta cuando te pones en contacto con él. Mal, muy mal. No comprar",0,0
es_0216300,"Se deforma con mucha facilidad

No me ha gustado nada. Se deforma nada más sacarlo del embalaje y ya no se fija bien",0,0
es_0814383,"Que llegue el artículo a su destino

No me llego la compra así que no puedo valorarla.",0,0
es_0260876,"UN CARTUCHO NO CARGA Y EL OTRO HACE 150 FOTOCOPIAS

NO ME HA GUSTADO NADA. UN CARTUCHO ME HA HECHO 150 FOTOCOPIAS Y SE HA GASTADO Y EL OTRO NOLO PUEDO NI INSTALAR.",0,0
es_0393326,"No lo he recibido

No puedo opinar porque después de unos cuantos meses aún no lo he recibido",0,0
es_0509952,"Tarda mucho en calentar

Sólo la he utilizado una vez y tarda más de 30 min y no termina de calentar. Tendría que tener un piloto luminoso para avisar de que está caliente la Comida. No la recomendaría.",0,0
es_0458782,"La mala calidad

El felpudo se deshace todo.",0,0
es_0160409,"NO VALE PARA ESTE MÓVIL

No se adapta al teléfono. Tapa la cámara y no cubre la totalidad de la pantalla",0,0
es_0108098,"Muy Mala experiencia

Hasta hoy no he visto el producto. El pedido hace ya casi 1 mes. Y notifico que he usado PRIME para está compra.",0,0
es_0768634,"pesimo

meses y meses esperando, y decian cada mes que habian enviado uno, pero nunca llegaba.",0,0
es_0231634,"Engañoso

La pedí porque ponía que servía para las tablets LNMBBS y no es cierto se queda grande y no se puede poner por que se apoya en los bordes.",0,0
es_0902926,"No me llega mi pedido

Estoy esperando mi pedido hace 2 semanas. He contactado 2 veces y nadie me responde. Quiero mi libro por favor.",0,0
es_0579781,"Un fracaso

Se despega antes de un día, y cuando se echa una foto se nota que está puesto",0,0
es_0769760,"No merecen lo pagado,

Se rompen en seguida, y quedan muchas marcas de lis dedos y quitan lucidez a la pantalla de móvil iPhone X",0,0
es_0284163,"No vale para nada

El protector no vale. El face id no funciona con el puesto",0,0
es_0242830,"Fallo de tamaño y encoge

Compre dos polos de la misma talla, y el de color negro vino algo más pequeño. Pero aún así me valía. Tras el primer lavado el otro se mantuvo igual y este se ha encogido. No me vale",0,0
es_0634368,"problemas

o soy idiota o este producto esta muy por debajo de lo que te dicen",0,0
es_0386723,"Eva maria

Son una 💩 no las recomiendo ay otras por el mismo precio muchísimo mejores se le caen las pestañas y no quedan a la línea del ojo hay que cortarlas",0,0
es_0398617,"Mala compra

El aviso de movimiento es preciso, pero no el de localización. Falla el 90% de las veces. Teniendo en cuenta que me muevo en ciudad. No vale la pena el producto.",0,0
es_0832453,"Ha durado poco

Ha durado 2 meses. Ahora es una alcachofa estándar, sin luz. Dejaron de funcionar los leds sin más. Voy a solicitar la sustitución en garantía, ya que el periodo de devolución terminó hace unas semanas.",0,0
es_0198711,"Una porquería

No sirven nada, una no funciona y la otra estaba rota",0,0
es_0625779,"No es igual que en la imagen

El vestido que he recibido no es el mismo que aparece en las imágenes!....las mariposas del vestido que parecen tan bonitas, en el que me llegó a casa parecen de dibujos!!!",0,0
es_0807151,"No comprarlo si no quieren dañar su teléfono

El diseño es bueno. Pero por dentro tiene una estrellas a relieve que sin darme cuenta dañaron el Cristal trasero del teléfono. Es decir que compre algo para proteger el teléfono y lo que hizo fue dañarlo.",0,0
es_0767273,"No envian el pedido

Nunca llego el articulo y el vendedor no da señal de vida",0,0
es_0763346,"Malo.

Es bastante malo. Mal diseño. No vale para una terraza o jardín, pues las puertas se abren solas si hace un poco de aire. Tampoco vale para exterior porque entra agua cuando llueve. El plástico es fino y endeble. La parte superior es fina y se dobla por el centro y acumula agua de lluvia.",0,0
es_0965163,"Fundas mal

Se han equivocado y me han mandado algunas fundas de otros móviles",0,0
es_0229217,"Paquete perdido?

No puedo valorarla porque, después de casi una semana, aún no he recibido mi pedido. Pienso que amazon tendría que valorar las compañías de transporte con que trabaja, porque es indignante que pague mi cuota prime y nunca reciba mi pedido el día que toca",0,0
es_0216621,"Mala atencion

Te a tienden fatal, he pedido una devolucion y ni caso, no tte atienden y ni te contestan a los mensajes",0,0
es_0975444,"Falta cable

No vienen ni instrucciones ,ni cable para cargar,además te pone en el dibujo que es cable mini USB y el que realmente necesita es un Jack.",0,0
es_0570335,"ENANA

Es ENANA la pista y las peonzas",0,0
es_0492946,"Servicio prime

Lo pedí con prime y me llegó 2 días después, llamándome la atención el repartidor por no estar en el domicilio, encima cuando debía haberme llegado un día antes.",0,0
es_0569591,"Estafa

No me gusta nada. No sé corresponde con la foto",0,0
es_0648084,"Baja calidad

Pesimo sonido y bajo y conectividad nula",0,0
es_0229392,"Paquete abierto

De todas las veces que he comprado en Amazon ésta es la primera vez que me llega el paquete abierto, y nada más y nada menos que el contenido es un complemento nutricional. Adjunto foto para que comprueben lo mal que me llegó el paquete.",0,0
es_0265578,"Vestido para mi hija

Hola Estoy triste desde agosto del 2018 lo pedí y hoy ya es octubre y nunca me llegó y que me volverían a enviar otro y nada que mal",0,0
es_0463606,"Pegamento malo

A los dos dias se ha despegado el pegamento con lo que se ha caído, mala calidad el pegamento, el resto está bastante bien",0,0
es_0903920,"te lo cobra pero no llega

hola , no me ha llegado pero si mo la cobrado. estpy a la espera de recibirlo . pero por ahora se ha quedado con mi diseno.",0,0
es_0534410,"Fatal

Ha llegado con solo 1 tornillo valla estafa",0,0
es_0939785,"No ajusta al Mi 9T

No ajusta, ni siquiera a la parte plana. Lo devuelvo.",0,0
es_0045259,"Duran muy poco

Compré 4 el año pasado y 2 ya no funcionan. Compraría más porque iluminan muy bien, pero si no duran más que un año no voy a pedir más.",0,0
es_0021568,"Vendedor no fiable

Nunca se nos entregó el producto. Vendedor no fiable",0,0
es_0271706,"Malo

Malisimo se despega al poco tiempo. Lleva una pelicula en todo el borde que acaba por despegarse. No vale la pena gastarse el dinero",0,0
es_0109266,"No es buena compra

Para empezar , el deposito de agua apenas si envia caudal al filtro para que este se empape y enfrie un poco , lo de meter cubitos de los que vienen en bolsas del super casi olvidate pq son mas gruesos que el contenedor de agua ( tienes que hacerlos mas pequeñitos en la cubitera del frigo ) , ademas y para colmo es bastante ruidoso y como lo tengas a mas de 40 cm ni notas el aire pues el ventilador es bastante pobre ..... No es una buena compra , no lo era de oferta mucho menos ahora que vale mas de 40€ ....",0,0
es_0453459,"Llegó pronto, eso sí pero mal...

Como digo, llegó pronto, sin novedad y perfectamente embalado, todo bien hasta que le puse las pilas: no funcionaba en absoluto, solo un pequeñísimo ""click"" al ponerlo en marcha pero nada más. Compruebo pilas mediante tester, compruebo no haber puesto alguna invertida, todo correcto. Vuelvo a ponerlo en marcha, mismos resultados, un débil ""click"" al encender y silencio total. Quito las pilas y hago uso del cable de alimentación de red, mismo resultado:el mínimo ""click"" de cuando la pilas pero nada más. Desilusionado no me quedó más remedio que embalarlo cuidadosamente y devolverlo al dia siguiente a Amazon del cual se hizo cargo inmediatamente. La marca Grundig me merece todos los respetos del mundo, ya que la considero una de las mejores marcas, pero en este caso falló estrepitosamente.",0,0
es_0288951,"No funciona

Imposible registrarse en la App y hacer que funcione.",0,0
es_0297234,"Lo devolví

No era lo que necesitaba y lo devolví",0,0
es_0238134,"Nunca llegó

Pedí el producto hace mas de 2 meses y aún no recibí nada. No lo recomiendo",0,0
es_0656751,"Talla no corresponde

La talla es pequeña. Pone L o Xl pero es una M.",0,0
es_0470959,"Se han fundido en cuanto ha llegado el invierno

Puse las luces en el exterior y no ha durado ni los meses del verano y el principio del invierno. En cuanto hubo lluvias, se han estropeado.",0,0
es_0037467,"teflón débil

La primera que me llegó la tuve que devolver ya que no calentaba. Cuando la compré por segunda vez comprobé que calentaba y cuando la usé la primera vez...desastre! El queso se salió por todos lados, al tener las placas desmontables se limpia con mucha facilidad pero cuando le estaba dando con la esponja (no con el estropajo, ya que quiero que me dure cuando más tiempo mejor) el teflón de las zonas donde había queso saltó. No voy a proceder a su devolución de momento pero si la siguiente vez salta de nuevo el teflón lo haré.",0,0
es_0846869,"Funda pequeña

Pone que vale para y6 2017 y no es verdad.Es mas pequeño que el móvil y6 2017 un timo total",0,0
es_0918055,"¿Para qué?

¡es demasiado pequeño, no hará lo que tenia pensado!",0,0
es_0160542,"Llegó averiado

No cargaba cuando llegó, lo tuve que tirar, no encendía, ni cargaba ni na, no vale la pena, no comprar",0,0
es_0064241,"No son funcionales

Las compré por que no había las que compro habitualmente y fue un error, son muy malas, las devolví después de probar 4 ó 5, se rompen. Al rozar los dedos con el suelo se rajan. El plástico es tan fino que es normal que se rompan.",0,0
es_0534529,"Ivan

Este producto no sirve para nada, no lo compréis aparte de que no es igual al de la fotografía ya que trae una resistencia lateral funciona exactamente 2dias.",0,0
es_0184670,"De momento nada ,falla

Lo estrene hoy cargado y se me enciende y apaga",0,0
es_0622700,"Fatal

Estoy muy disgustada. He comprado 3 telefonos de estos. Uno le regale a mi hermana. El otro se me rompio la pantalla por un simple golpe, por lo cual me compre otro xke me gustaba el funcionamiento del telefono. Y resulta que derrepente un dia se me empezo a correr la tinta de la pantalla por dentro sin darle ningun golpe ni nada. Empezo con una mancha pequeña y acabo toda la pantalla negra. He escrito tres mensajes al vendedor y nisiquiera me contestan. Me parece vergonzoso. Aun estoy esperando el reembolso",0,0
es_0863917,"calidad zero

Aguantó ni cinco inmersiones. El botón oxidó y la linterna dejó de funcionar. Muy mala calidad.",0,0
es_0741121,"No duro ni un mes

Puse dos puertas basculantes esta en interior y otra un poco mas cara en exterior, esta la elegí por el color y fue un error, un mes después la blanca esta perfectamente y esta ya esta rota. No duro ni un mes.",0,0
es_0740672,"mal cafe

utilice tassimo en mi anterior cafetera, este no tiene nada que ver, mal sabor y caro, una decepcion con este producto",0,0
es_0883091,"Nada recomendable

El artículo nunca ha llegado, ahora el vendedor me dice que no puede hacerse responsable de que pueda llegar si lo reenvia.",0,0
es_0215091,"Fallos de software y rendimiento.

Las prestaciones que a priori ofrece son fantásticas sobre todo por el precio que lo hace. En modo tienda se ve espectacular con las imágenes que tiene insertadas. El problema es que después es imposible conseguir una calidad decente de imagen, o bien yo no supe hacerlo. El modo cine día y cine noche era que todo ser ponía de color rojizo. En el modo dinámico o estándar era imposible conseguir una calidad aceptable sobre todo en color y brillo. Se quedó colgada al reproducir un episodio de HBO, en Youtube a mitad de reproducción falló y se reinició, al sintonizar los canales después no cambiaba de canal, estaba por ejemplo en cuatro le daba para cambiar indicaba tele cinco pero seguía en cuatro... Muchos fallos a nivel ser software. No sé si es que estaba mal la mis en concreto, o es que todas son así. Lo cierto es que como ya me llegó la primera con un golpe en la pantalla y en la segunda me pasó esto, decidí que ya no probaba más. Tengo una Samsung de 55"" que va genial, esta iba a ser segunda televisión, pero ya no me la juego y aunque sea por un poco más casi con toda seguridad compraré una LG o Samsung.",0,0
es_0913980,"No funciona, por lo menos el qe me toco

Exteriormente muy chulo .Nada mas conectarlo me bloquea los ordenadores.",0,0
es_0377925,"PENOSO, ME HA DURADO 7 MESES

De muy mala calidad, no ha durado nada , voy a ver si me lo devuelven",0,0
es_0644301,"Caja de la consola abierta

La consola viene totalmente des precintada y sin el código de juego Metro. No la he comprado de segunda mano así que procedo a la devolución. He visto que hay mas gente que le ha pasado así que cuidado.",0,0
es_0073263,"Muy malo

Muy duro no sepuede dormir bien se levanta uno cansado",0,0
es_0685857,"Rota y sin contestar a los mensajes.

Me llego el cristal roto, y me puse en contacto con el vendedor y ni contestar.",0,0
es_0641159,"Mario Galán Román

Al cubrir la curva de la pantalla el tactil por los lados no funciona bien, se me despego a los dos días. Para nada os compreis este protector, es malísimo.",0,0
es_0013939,"No aguanta peso

No aguanta nada de peso, se despega a la mínima que cuelgas algo.",0,0
es_0639283,"No he recibido el llavero y hace 3 meses q lo compré

Lo compré y no lo he recibido. Les acabo de escribir un segundo mail hoy, espero me contesten y me den una solución.",0,0
es_0213871,"un poco engañoso

El problema es ,bueno es el de el comprador pues el marketing de venta esta muy mal para lo que real mente se ofrece",0,0
es_0755440,"Tarde y mal. No lo recomiendo.

No se lo recomiendo a nadie. Tarde y mal. A pesar de ser prime, me tardó 8 días en llegar y para colmo el producto defectuoso. Es como si internamente el abrelatas estuviese bloqueado y no hace nada.",0,0
es_0189319,"No llegó

No comprendo muy bien porque me sale que deje mi opinion si no me ha llegado el articulo. Eso sí Amazón me ha devuelto el dinero. El compraro me pidio por mail que levantara la queja, cosa que no he hecho.",0,0
es_0796884,"No es como se describe

No es del color del anuncio. Sólo es púrpura por la parte interior de la tapa.",0,0
es_0859892,"No cumple con lo que ofrece

Tras dos meses de uso y lucha con el distribuidor Gardena, la conclusión es que no cumple con lo que promete. En mi caso, no he conseguido que salte de la salida tres a la cuatro, por más que he probado todas las fórmulas: con más presión, con un limitador, cambiando la programación y dándole más tiempo entre cambios... Todo inutil. Solo distribuye a tres zonas, y no siempre de forma consecutiva, porque hay veces que sale por tres a la vez o por dos. En resumen, un producto frustrante que no aconsejo en absoluto.",0,0
es_0288681,"Laura

No sé cómo e el producto ya que llevo 3 días esperando que llegue y ponen que está en reparto y no llega nunca, el viernes estuve todo el santo día esperando el paquete, y lo peor que tenía cosas que hacer y me quedé sin hacerlas para no dar lugar a perder otro DÍA, cosa que voy a tener que perder ya que sigo sin recibirlo, el vendedor me dice encima que pasaron a a la 14 de la tarde, me deja por MENTIROSA, ya es lo último, a las 14 de la tarde viene mi marido a comer, y tengo un bebe de 4 meses, a esa hora estoy en mi casa cada día... No dejan papel ni llaman, ni nada, una vergüenza de compañía de transporte, que son envialia, y el vendedor que me deje de MENTIROSA, es que ya me da igual el paquete y el dinero, sólo quiero que se sepa, y que a nadie le pase lo mismo, no puedo valorar el saco puesto que si lo recibo algún día será un milagro.....",0,0
es_0329058,"No funciona

No ha funcionado bien nunca ,se va la señal no se conecta mala compra",0,0
es_0064365,"La mala calidad

Muy mala calidad, se despega enseguida",0,0
es_0739453,"Elasticidad nula

Es pésima la calidad no se le puede dar ningún tipo de forma con un secador de calor ya que se cuartea y se raja, es imposible de pegar en faros con algo de curva. Nada recomendable.",0,0
es_0543286,"elena

muy mala calidad,no funciona y además a venido las letras muy ralladas,lo he tirado a la basura igual k el dinero ,no recomiendo",0,0
es_0566130,"Destroza tu ratón

Si bien la primera impresión al utilizar la alfombrilla es bastante buena, con el paso de los meses se puede apreciar como se mancha continuamente con un polvillo negro resultante de la degradación del ratón.",0,0
es_0427442,"Juguete caro

Cuando vuelas este drone no puedes evitar temer por su vida. La señal se va constantemente, la calidad esta bastante bien pero se pasa mal. En cuanto tienes un árbol delante vas a perder señal. Es tan pequeño y frágil que despegarlo en un lugar con polvo y tierra ya te ensucia la cámara. Por mucho que los influencers digan, NO es un drone para uso profesional. Es un juguete caro, simplemente. Lo bueno, es que pasa desapercibido y la Gente no se acerca tanto a preguntar.",0,0
es_0378321,"Estafa

Es una estafa, lo he comprado ya dos veces y pasan los meses y nunca llega, me devolvieron el dinero",0,0
es_0607499,"Mañana calidad

Malisimas,no tienen nada que ver con la foto no son de licra ni se ajustan muy bien y a los dos lavados pierden color.compra muy mala",0,0
es_0932307,"No vale la pena ni por lo que valen

Fatal. Los compre hace un año y estaban bien por lo que valian, pero esta vez han llegado fatal: se oyen mal y el auricular rasca en el oido",0,0
es_0279969,"Pesimo

Cuesta mucho despegarlo del papel",0,0
es_0569573,"Muy malo

El protector es muy fácil de colocar pero su experiencia es nefasta. Lo he puesto en un OnePlus 7 Pro y da varios problemas. No queda del todo pegada (solamente tiene pegamento en los laterales y no queda bien fijada en la pantalla). Debido a ese problema no lee correctamente la huella en la pantalla y el táctil de la pantalla da error .",0,0
es_0969803,"No funciona y No consigo Devolverlo.

No me funcionaba. He iniciado los trámites de devolución. Tengo todo listo para devolverlo pero nadie se ha puesto en contacto conmigo para venir a recoger el paquete (que así está indicado) Es decir; poca o nula seriedad.",0,0
es_0027393,"Malo

Un dinero mal gastado en un producto que no funciona ya que no alivia el dolor y encima es muy oloroso.",0,0
es_0023776,"No vale

Tengo un renault megane y no me vale para mi coche, el vendedor no pone más que problemas ósea que no le compraré mas a él",0,0
es_0703058,"no recomendable

Despues de 6 meses de uso ya me dejo la bateria. Salgo con ella cargada a 100 % y cuando llega a 75 % se me apaga. No recomiendo a nadie comprar este producto.",0,0
es_0646723,"Muy debil

El viento la rompió en dos semanas",0,0
es_0911038,"MUY MALA

HOLA LA BATERIA FUNCIONA, Y TAMBIEN DEJA DE FUNCIONAR. EL ORDENADOR SE APAGA INESPERADAMENTE Y ME PERJUDICA EN EL TRABAJO YA Q TRABAJO CON EL ORDENADOR. HE CONTACTADO CON EL VENDEDOR PERO NADA QUE APARECE",0,0
es_0357297,"Fatal

No recomiendo al vendedor mi pedido no ha llegado, el vendedor me dice que la mensajeria le dice que si y no me deja ni abrir reclamacion ni nada. Amazon por su parte tampoco hace nada a pesar de enviarles mensajes a traves de aqui. Ahora sin dinero y sin el regalo de comunión de mi sobrina.... Último recurso ir a la oficina del consumidor... Comprobante que envia el vendedor de la empresa de mensajería con firma falsa..... Deberian trabajar con mensajerias mas serias.",0,0
es_0508357,"Red de mala calidad.

Tenía buena pinta y buen precio, pero en menos de una semana ya tenía roturas en la red de protección. En dos semanas se rompió la cremallera de entrada. Lástima, la he tenido que devolver.",0,0
es_0189526,"Pésima calidad

Pésima calidad. Las piezas no encajan, estaba descolorido y el forro estaba despegado de la espuma. Estamos intentando devolverlo pero los gastos de devolución son casi la mitad del importe de producto y el proveedor no nos contesta. Nada recomendable.",0,0
es_0279031,"Decepcionado

Buenos días esperaba este Funko Pop con mucha ilusión y me a venido falso, pero totalmente falso, el número de serie del funko aparte de que no coincide con la caja, la figura no coincide con la imagen de la caja.. en fin variedad de fallos que no me esperaba la verdad.",0,0
es_0757028,"Grande

Demasiado grande para mi. Una vez dentro no se abre. Terminé comprando una talla s en la farmacia",0,0
es_0144147,"Pesimo

Lo peor que he comprado en Amazon. El servicio de reparto UPS lo peor. Casi cada semana me entregan paquetes de Amazon y no había tenido problemas hasta ahora. Al final tuve que ir yo a por el paquete. Hicieron dos intentos de entrega uno de ellos mentira porque dijeron que no había nadie cuando a la hora que ponen sí que estaba. Encima llamar a la empresa es un 902. Después de todo el lío el perchero queda torcido ...",0,0
